"ID","CONTENT","FORMAT","RC","DOK","STRATUM"
"ITEM634","BIO","DR","IOD",2,2
"ITEM635","BIO","DR","IOD",2,1
"ITEM636","BIO","CV","EMI",2,2
"ITEM637","BIO","CV","EMI",2,1
"ITEM638","ESS","RS","IOD",1,2
"ITEM639","ESS","RS","EMI",2,3
"ITEM640","CHE","DR","EMI",3,3
"ITEM641","BIO","DR","IOD",2,3
"ITEM642","PHY","DR","IOD",2,3
"ITEM643","PHY","RS","SIN",2,1
"ITEM644","BIO","RS","EMI",2,3
"ITEM645","PHY","RS","IOD",1,3
"ITEM646","BIO","RS","EMI",3,1
"ITEM647","PHY","DR","IOD",1,1
"ITEM648","ESS","CV","EMI",2,1
"ITEM649","CHE","CV","EMI",2,3
"ITEM650","CHE","CV","SIN",2,2
"ITEM651","ESS","CV","EMI",3,3
"ITEM652","PHY","RS","SIN",2,1
"ITEM653","BIO","CV","EMI",2,2
"ITEM654","PHY","RS","SIN",2,1
"ITEM655","BIO","DR","IOD",2,3
"ITEM656","ESS","CV","EMI",2,2
"ITEM657","ESS","CV","EMI",2,2
"ITEM658","ESS","CV","EMI",2,2
"ITEM659","PHY","DR","EMI",3,2
"ITEM660","BIO","RS","SIN",2,1
"ITEM661","ESS","RS","EMI",2,3
"ITEM662","BIO","CV","EMI",3,2
"ITEM663","ESS","DR","EMI",2,2
"ITEM664","BIO","RS","SIN",2,3
"ITEM665","BIO","DR","IOD",2,2
"ITEM666","BIO","RS","IOD",2,3
"ITEM667","CHE","DR","EMI",2,1
"ITEM668","CHE","RS","IOD",2,3
"ITEM669","ESS","RS","EMI",2,2
"ITEM670","BIO","CV","EMI",2,1
"ITEM671","CHE","RS","SIN",2,1
"ITEM672","PHY","RS","SIN",2,1
"ITEM673","PHY","RS","SIN",2,3
"ITEM674","BIO","RS","IOD",2,2
"ITEM675","PHY","CV","EMI",2,2
"ITEM676","BIO","DR","EMI",2,3
"ITEM677","PHY","CV","EMI",2,2
"ITEM678","BIO","RS","IOD",2,1
"ITEM679","PHY","RS","EMI",2,2
"ITEM680","PHY","RS","IOD",3,1
"ITEM681","BIO","RS","EMI",2,2
"ITEM682","ESS","RS","SIN",2,1
"ITEM683","CHE","RS","SIN",3,3
"ITEM684","BIO","CV","EMI",2,3
"ITEM685","ESS","DR","IOD",2,1
"ITEM686","CHE","RS","SIN",3,3
"ITEM687","PHY","DR","IOD",2,2
"ITEM688","CHE","RS","SIN",2,3
"ITEM689","PHY","RS","EMI",2,2
"ITEM690","ESS","RS","IOD",2,2
"ITEM691","CHE","RS","IOD",1,1
"ITEM692","ESS","DR","IOD",3,1
"ITEM693","CHE","CV","EMI",2,1
"ITEM694","BIO","RS","IOD",2,3
"ITEM695","CHE","RS","SIN",2,1
"ITEM696","CHE","DR","IOD",2,1
"ITEM697","ESS","DR","EMI",2,2
"ITEM698","PHY","RS","SIN",2,1
"ITEM699","BIO","RS","SIN",2,1
"ITEM700","ESS","DR","EMI",3,1
"ITEM701","ESS","RS","SIN",2,3
"ITEM702","BIO","DR","IOD",2,1
"ITEM703","ESS","DR","IOD",2,2
"ITEM704","BIO","DR","IOD",1,3
"ITEM705","BIO","DR","IOD",2,3
"ITEM706","PHY","RS","IOD",2,1
"ITEM707","BIO","DR","SIN",3,2
"ITEM708","BIO","CV","EMI",1,3
"ITEM709","ESS","RS","SIN",1,1
"ITEM710","PHY","CV","IOD",2,2
"ITEM711","CHE","DR","EMI",2,3
"ITEM712","CHE","DR","IOD",2,3
"ITEM713","ESS","DR","IOD",2,1
"ITEM714","PHY","RS","IOD",2,2
"ITEM715","PHY","RS","IOD",2,2
"ITEM716","PHY","RS","SIN",2,1
"ITEM717","ESS","RS","IOD",2,1
"ITEM718","CHE","RS","IOD",2,2
"ITEM719","ESS","RS","SIN",2,1
"ITEM720","ESS","RS","IOD",2,1
"ITEM721","BIO","CV","EMI",2,1
"ITEM722","ESS","RS","SIN",2,3
"ITEM723","BIO","DR","SIN",3,3
"ITEM724","ESS","RS","SIN",2,1
"ITEM725","ESS","DR","IOD",2,3
"ITEM726","BIO","DR","IOD",2,1
"ITEM727","BIO","CV","EMI",2,3
"ITEM728","ESS","RS","SIN",2,2
"ITEM729","CHE","DR","IOD",2,3
"ITEM730","ESS","CV","EMI",2,2
"ITEM731","BIO","DR","IOD",3,1
"ITEM732","PHY","DR","IOD",2,3
"ITEM733","PHY","RS","IOD",2,1
"ITEM734","CHE","RS","EMI",2,1
"ITEM735","ESS","DR","IOD",2,1
"ITEM736","CHE","RS","IOD",2,3
"ITEM737","PHY","CV","EMI",2,3
"ITEM738","ESS","CV","EMI",3,1
"ITEM739","CHE","RS","IOD",2,2
"ITEM740","CHE","CV","IOD",2,2
"ITEM741","BIO","RS","SIN",1,1
"ITEM742","PHY","RS","IOD",2,1
"ITEM743","ESS","CV","EMI",2,3
"ITEM744","CHE","DR","IOD",3,1
"ITEM745","PHY","DR","EMI",3,2
"ITEM746","PHY","CV","EMI",2,3
"ITEM747","ESS","DR","IOD",2,3
"ITEM748","CHE","RS","SIN",2,1
"ITEM749","PHY","CV","EMI",2,3
"ITEM750","PHY","DR","SIN",2,2
"ITEM751","ESS","RS","IOD",1,2
"ITEM752","BIO","DR","IOD",2,1
"ITEM753","ESS","RS","IOD",2,2
"ITEM754","CHE","RS","SIN",3,3
"ITEM755","CHE","DR","IOD",2,3
"ITEM756","BIO","DR","SIN",2,3
"ITEM757","ESS","RS","SIN",2,1
"ITEM758","CHE","CV","IOD",2,3
"ITEM759","CHE","RS","SIN",2,2
"ITEM760","ESS","DR","IOD",2,3
"ITEM761","ESS","RS","SIN",2,3
"ITEM762","BIO","CV","EMI",2,1
"ITEM763","CHE","RS","SIN",3,2
"ITEM764","BIO","CV","EMI",3,2
"ITEM765","ESS","RS","IOD",2,1
"ITEM766","PHY","CV","EMI",2,3
"ITEM767","BIO","DR","SIN",2,2
"ITEM768","ESS","RS","IOD",2,3
"ITEM769","ESS","RS","SIN",2,1
"ITEM770","PHY","RS","IOD",2,2
"ITEM771","BIO","RS","SIN",2,3
"ITEM772","BIO","RS","EMI",2,2
"ITEM773","PHY","CV","EMI",2,2
"ITEM774","BIO","DR","IOD",1,2
"ITEM775","PHY","CV","EMI",2,3
"ITEM776","CHE","DR","IOD",2,1
"ITEM777","ESS","DR","IOD",2,2
"ITEM778","ESS","DR","IOD",2,3
"ITEM779","PHY","RS","SIN",3,2
"ITEM780","CHE","DR","EMI",3,1
"ITEM781","PHY","DR","IOD",2,2
"ITEM782","ESS","RS","EMI",2,1
"ITEM783","ESS","DR","IOD",2,1
"ITEM784","PHY","RS","IOD",2,1
"ITEM785","PHY","RS","EMI",3,2
"ITEM786","PHY","RS","SIN",3,2
"ITEM787","PHY","DR","IOD",2,1
"ITEM788","BIO","DR","IOD",2,2
"ITEM789","CHE","CV","EMI",2,1
"ITEM790","BIO","CV","EMI",1,3
"ITEM791","PHY","CV","EMI",2,2
"ITEM792","ESS","RS","IOD",3,3
"ITEM793","ESS","RS","SIN",2,2
"ITEM794","PHY","DR","IOD",2,1
"ITEM795","BIO","CV","EMI",2,3
"ITEM796","BIO","RS","EMI",2,1
"ITEM797","ESS","DR","EMI",2,3
"ITEM798","ESS","RS","IOD",2,2
"ITEM799","BIO","CV","EMI",2,1
"ITEM800","BIO","RS","IOD",2,3
"ITEM801","PHY","CV","EMI",2,1
"ITEM802","ESS","RS","EMI",2,3
"ITEM803","ESS","DR","IOD",3,2
"ITEM804","ESS","DR","IOD",2,2
"ITEM805","CHE","RS","SIN",2,3
"ITEM806","PHY","RS","IOD",3,3
"ITEM807","ESS","DR","IOD",2,1
"ITEM808","BIO","DR","SIN",2,2
"ITEM809","ESS","DR","IOD",2,2
"ITEM810","BIO","RS","SIN",2,1
"ITEM811","BIO","RS","SIN",2,1
"ITEM812","CHE","RS","SIN",2,3
"ITEM813","ESS","RS","EMI",2,2
"ITEM814","PHY","DR","IOD",2,2
"ITEM815","BIO","CV","EMI",2,1
"ITEM816","ESS","DR","IOD",2,2
"ITEM817","ESS","DR","IOD",2,1
"ITEM818","PHY","DR","IOD",2,1
"ITEM819","BIO","RS","EMI",3,1
"ITEM820","ESS","DR","IOD",2,1
"ITEM821","PHY","DR","IOD",2,1
"ITEM822","BIO","DR","IOD",2,1
"ITEM823","ESS","CV","EMI",1,1
"ITEM824","BIO","RS","IOD",1,1
"ITEM825","BIO","RS","SIN",2,2
"ITEM826","CHE","RS","IOD",2,2
"ITEM827","CHE","DR","IOD",3,2
"ITEM828","ESS","RS","SIN",2,2
"ITEM829","CHE","RS","IOD",2,3
"ITEM830","PHY","RS","SIN",2,2
"ITEM831","BIO","DR","EMI",2,2
"ITEM832","CHE","CV","EMI",2,3
"ITEM833","ESS","CV","EMI",2,2
"ITEM834","PHY","RS","SIN",2,3
"ITEM835","PHY","RS","SIN",2,2
"ITEM836","BIO","RS","IOD",2,2
"ITEM837","PHY","RS","EMI",2,1
"ITEM838","ESS","RS","IOD",2,2
"ITEM839","PHY","DR","IOD",2,2
"ITEM840","PHY","DR","EMI",2,1
"ITEM841","ESS","RS","EMI",2,3
"ITEM842","PHY","RS","IOD",2,2
"ITEM843","ESS","RS","SIN",2,3
"ITEM844","CHE","DR","EMI",2,2
"ITEM845","CHE","DR","IOD",2,1
"ITEM846","ESS","CV","EMI",3,1
"ITEM847","ESS","RS","IOD",1,3
"ITEM848","ESS","RS","IOD",2,3
"ITEM849","BIO","CV","EMI",3,1
"ITEM850","PHY","RS","IOD",2,1
"ITEM851","PHY","DR","IOD",2,1
"ITEM852","ESS","RS","IOD",2,2
"ITEM853","ESS","CV","EMI",2,2
"ITEM854","BIO","RS","EMI",2,3
"ITEM855","BIO","RS","SIN",2,3
"ITEM856","PHY","RS","IOD",2,2
"ITEM857","CHE","RS","SIN",2,2
"ITEM858","PHY","RS","SIN",2,3
"ITEM859","BIO","DR","IOD",3,3
"ITEM860","PHY","CV","EMI",2,3
"ITEM861","CHE","RS","EMI",2,1
"ITEM862","ESS","RS","IOD",2,1
"ITEM863","PHY","RS","SIN",2,1
"ITEM864","CHE","RS","IOD",3,2
"ITEM865","BIO","RS","SIN",2,1
"ITEM866","ESS","DR","IOD",2,1
"ITEM867","PHY","RS","SIN",2,1
"ITEM868","PHY","DR","SIN",2,3
"ITEM869","ESS","RS","EMI",2,1
"ITEM870","CHE","DR","IOD",2,1
"ITEM871","CHE","RS","SIN",3,1
"ITEM872","PHY","RS","SIN",2,2
"ITEM873","CHE","DR","EMI",1,1
"ITEM874","CHE","DR","IOD",2,3
"ITEM875","PHY","DR","SIN",2,3
"ITEM876","CHE","DR","IOD",2,1
"ITEM877","PHY","RS","SIN",2,3
"ITEM878","ESS","DR","IOD",2,1
"ITEM879","BIO","RS","SIN",2,1
"ITEM880","CHE","CV","IOD",2,2
"ITEM881","PHY","RS","EMI",2,1
"ITEM882","PHY","CV","EMI",3,1
"ITEM883","BIO","DR","IOD",2,1
"ITEM884","PHY","CV","EMI",1,1
"ITEM885","CHE","DR","IOD",3,3
"ITEM886","BIO","RS","IOD",2,2
"ITEM887","PHY","RS","IOD",2,3
"ITEM888","ESS","DR","IOD",2,1
"ITEM889","BIO","DR","EMI",2,1
"ITEM890","PHY","RS","SIN",2,2
"ITEM891","CHE","DR","IOD",2,2
"ITEM892","PHY","RS","SIN",2,1
"ITEM893","ESS","RS","EMI",2,2
"ITEM894","CHE","CV","EMI",2,1
"ITEM895","CHE","DR","IOD",2,3
"ITEM896","ESS","RS","SIN",2,3
"ITEM897","ESS","DR","IOD",2,3
"ITEM898","BIO","CV","EMI",2,3
"ITEM899","BIO","RS","EMI",2,2
"ITEM900","ESS","CV","EMI",3,2
