"ID","MODEL","PAR1","PAR2","PAR3"
"ITEM431","3PL",1.3653376099,-0.2075122968,0.2715810619
"ITEM432","3PL",1.0634896171,0.7675547021,0.351817415
"ITEM433","3PL",1.5328411088,0.3155398659,0.2736652823
"ITEM434","3PL",1.7982606872,0.2001613697,0.2318181122
"ITEM435","3PL",1.1422167211,-1.0565150774,0.1977884543
"ITEM436","3PL",0.5768323446,-2.9054075247,0.1549695792
"ITEM437","3PL",0.9516259367,-3.6298959017,0.1310197256
"ITEM438","3PL",1.0184181362,-0.247614929,0.1291696511
"ITEM439","3PL",0.6094661869,-0.4724318335,0.2003636394
"ITEM440","3PL",1.8334002595,-1.8966311983,0.2764196661
"ITEM441","3PL",1.4514782832,-1.8751896943,0.1535292769
"ITEM442","3PL",1.5593755024,1.2348190608,0.1859846518
"ITEM443","3PL",0.6347411196,0.8123250275,0.2367531017
"ITEM444","3PL",1.962296736,-2.3916688827,0.2061925184
"ITEM445","3PL",1.0150015353,-1.6688918899,0.2163592544
"ITEM446","3PL",0.5150919102,-1.9244420721,0.1544265744
"ITEM447","3PL",0.8459212616,-0.812172059,0.2221609933
"ITEM448","3PL",1.6193130519,-3.1846189665,0.1955020788
"ITEM449","3PL",1.312084123,-2.9599181747,0.1322897704
"ITEM450","3PL",1.331882952,-1.8645348496,0.1435435859
"ITEM451","3PL",1.323410967,-0.4401896564,0.2208664557
"ITEM452","3PL",1.4028239423,0.1675622006,0.194569642
"ITEM453","3PL",1.8145853789,0.4102637422,0.2377104187
"ITEM454","3PL",1.9752750264,-0.5670506991,0.1650897015
"ITEM455","3PL",2.2013432073,1.0621324671,0.239993427
"ITEM456","3PL",1.113673922,1.4244042742,0.298379499
"ITEM457","3PL",1.4510921199,-0.5925218975,0.2986289954
"ITEM458","3PL",0.8535236511,-1.9161096272,0.0629681255
"ITEM459","3PL",1.7811925492,0.4287551134,0.2092543976
"ITEM460","3PL",1.1953444687,-2.2614143405,0.1471044727
"ITEM461","3PL",0.9382795838,-1.1284216908,0.2559255158
"ITEM462","3PL",0.7441431975,-0.2719285748,0.1491791594
"ITEM463","3PL",1.6320989248,-0.5592815482,0.2006911297
"ITEM464","3PL",1.4329430947,-1.7978998663,0.1061870149
"ITEM465","3PL",0.869799095,0.4828862911,0.2758948712
"ITEM466","3PL",1.0301597191,2.3686538521,0.1164357872
"ITEM467","3PL",1.9241174482,0.6301345969,0.2457411267
"ITEM468","3PL",1.2008437182,-1.2455440464,0.1805605094
"ITEM469","3PL",1.4508737652,-0.8681988289,0.2884574653
"ITEM470","3PL",1.4565522605,2.0128584033,0.2911902034
"ITEM471","3PL",1.3687380122,-0.9445270007,0.3035884361
"ITEM472","3PL",1.0701108656,-0.2030280142,0.3332884118
"ITEM473","3PL",2.0533949962,-0.6467187584,0.3079672892
"ITEM474","3PL",1.6487711528,0.8445009444,0.3411283045
"ITEM475","3PL",1.0823114694,-1.1239576295,0.301766672
"ITEM476","3PL",1.6881966323,0.6288734556,0.1846998127
"ITEM477","3PL",1.6874057088,-1.5873959723,0.0921687765
"ITEM478","3PL",1.7472044453,1.1530372898,0.1404897069
"ITEM479","3PL",2.1226560273,2.175627856,0.3215687769
"ITEM480","3PL",1.1526251008,-1.7479968911,0.1386128434
"ITEM481","3PL",1.4428672097,-0.6052487754,0.2003768165
"ITEM482","3PL",1.3461544867,-1.0936553685,0.1332077611
"ITEM483","3PL",1.3208210252,-1.9735313342,0.1308858492
"ITEM484","3PL",1.4362946285,-1.7320427696,0.201852956
"ITEM485","3PL",1.0592079206,2.4302995982,0.3063658984
"ITEM486","3PL",1.2555471697,-1.7700881355,0.2026267791
"ITEM487","3PL",1.4646267596,0.3584078616,0.2778896236
"ITEM488","3PL",1.8924279397,0.0256513568,0.152336037
"ITEM489","3PL",2.1056901,1.4197208594,0.46551899
"ITEM490","3PL",0.9979133153,-0.9285020719,0.1517940062
"ITEM491","3PL",0.8665100165,-2.9571505304,0.1730634307
"ITEM492","3PL",1.7453771087,-0.191080734,0.3347734802
"ITEM493","3PL",0.7639733232,0.7291181569,0.1928194138
"ITEM494","3PL",1.9124499108,-1.7068609923,0.1738127167
"ITEM495","3PL",1.3894247057,-0.9993735974,0.2005285912
"ITEM496","3PL",2.0608489497,0.0410410516,0.1460988902
"ITEM497","3PL",1.2508712135,-2.0915608747,0.063102063
"ITEM498","3PL",1.0370524295,-0.7452398255,0.1567043761
"ITEM499","3PL",0.6262315695,-1.5507941083,0.2756002561
"ITEM500","3PL",1.2503392792,-3.0538679698,0.1378005344
"ITEM501","3PL",2.1765674648,0.14964397,0.177938793
"ITEM502","3PL",2.5523965778,1.8165276053,0.2635338294
"ITEM503","3PL",1.8174007896,-0.8177250285,0.3412432209
"ITEM504","3PL",1.0799986737,-0.3574641008,0.2686103511
"ITEM505","3PL",1.442789897,-1.4522185423,0.1567970813
"ITEM506","3PL",1.5751010651,0.4736110289,0.3610609144
"ITEM507","3PL",0.8249784326,-1.7815790953,0.2968617594
"ITEM508","3PL",1.5636938999,0.0361339923,0.2351441468
"ITEM509","3PL",1.8983056049,0.998332609,0.2662248097
"ITEM510","3PL",1.3511658167,-0.9198363069,0.2296289986
"ITEM511","3PL",0.9958006209,-1.4248589279,0.1169608864
"ITEM512","3PL",1.3686244969,1.3766127655,0.2099070952
"ITEM513","3PL",1.2671176815,-0.5662382537,0.1868847165
"ITEM514","3PL",1.3853189902,-2.584574429,0.2138276114
"ITEM515","3PL",1.5485642269,0.8365070308,0.3724309782
"ITEM516","3PL",1.1801205967,0.0127631348,0.1366141008
"ITEM517","3PL",1.4432217402,-1.1214151929,0.0925526308
"ITEM518","3PL",1.7199771731,-0.5033665357,0.2153166133
"ITEM519","3PL",1.661937431,1.4742960741,0.4062607687
"ITEM520","3PL",1.7839721375,-1.4804975815,0.3380142472
"ITEM521","3PL",1.6881981902,0.043115264,0.248046855
"ITEM522","3PL",1.3696503047,-3.0539899217,0.1653664995
"ITEM523","3PL",0.9594488383,-1.3940014681,0.2030693395
"ITEM524","3PL",1.0070284493,0.4622430137,0.1831095481
"ITEM525","3PL",0.5068704176,-1.5098076888,0.2089599724
"ITEM526","3PL",0.3164499891,0.2843843059,0.1243301944
"ITEM527","3PL",1.7419628888,-0.8720982509,0.1375827781
"ITEM528","3PL",1.0238632701,-0.8484510795,0.4443052983
"ITEM529","3PL",2.5020248628,2.8159895335,0.2786798168
"ITEM530","3PL",1.5643209634,-0.5925664657,0.2862448396
"ITEM531","3PL",1.3902049804,-1.611175571,0.271202481
"ITEM532","3PL",1.7516773738,0.8595626686,0.2049716774
"ITEM533","3PL",0.367519642,0.5912281886,0.2016877006
"ITEM534","3PL",1.396341879,-0.8724310363,0.2910921873
"ITEM535","3PL",1.4074153772,-0.4470142522,0.2649285547
"ITEM536","3PL",0.9556690299,-0.5916879896,0.2351868765
"ITEM537","3PL",1.5448231436,0.2057124536,0.1061290777
"ITEM538","3PL",1.6425589224,-2.7124587206,0.1865282265
"ITEM539","3PL",1.365116876,-1.4158329922,0.2756361609
"ITEM540","3PL",1.2865593332,-1.8509325226,0.316774294
"ITEM541","3PL",1.2184452771,0.9716518787,0.1872990537
"ITEM542","3PL",1.5842289051,-0.3958661883,0.2550914535
"ITEM543","3PL",1.0055112958,-1.1871289936,0.10548998
"ITEM544","3PL",1.2122384676,-2.0702565503,0.2510984599
"ITEM545","3PL",1.0937217566,-1.2408807408,0.1458939624
"ITEM546","3PL",1.3254125212,0.2119690669,0.2551770482
"ITEM547","3PL",1.4095555472,1.2192140484,0.2276230702
"ITEM548","3PL",0.8546828869,-0.5048784771,0.2325399779
"ITEM549","3PL",1.7292672934,0.6908431352,0.3213376959
"ITEM550","3PL",0.9074755182,-0.2404487797,0.2358443108
"ITEM551","3PL",0.7872869409,-3.1736302116,0.1775375849
"ITEM552","3PL",1.6500721108,0.4896421134,0.2002406263
"ITEM553","3PL",0.9182998635,-1.5835128634,0.1565187015
"ITEM554","3PL",1.3732257246,-1.0917856068,0.1981592587
"ITEM555","3PL",1.3882787648,0.3857500355,0.3034501748
"ITEM556","3PL",1.3471623302,-1.0157057602,0.2114819839
"ITEM557","3PL",1.2122763853,-0.0430974276,0.1755016082
"ITEM558","3PL",0.8356657377,-1.6962174564,0.1022125715
"ITEM559","3PL",1.0780094406,-2.1238655439,0.1785514291
"ITEM560","3PL",0.6513511122,-0.0715592148,0.2289539027
"ITEM561","3PL",1.9194512227,0.7974251039,0.2196115459
"ITEM562","3PL",0.6130664272,-1.1333455415,0.1723659544
"ITEM563","3PL",1.1254749975,1.9053032257,0.2706389991
"ITEM564","3PL",1.2906405757,-0.3327997958,0.2505381591
"ITEM565","3PL",1.1637290629,-2.8418879722,0.1954119928
"ITEM566","3PL",1.1219285495,-0.6932560198,0.1351122829
"ITEM567","3PL",1.0803444928,-1.3592635913,0.2632532073
"ITEM568","3PL",0.9954798617,-0.1120494898,0.1595448864
"ITEM569","3PL",1.2102238728,0.2974895111,0.1846454127
"ITEM570","3PL",1.8579187167,-0.7546325571,0.1505907287
"ITEM571","3PL",1.509393656,-0.924809496,0.2158162335
"ITEM572","3PL",0.9197924339,-0.1709023421,0.1714562753
"ITEM573","3PL",1.0316304177,0.829411929,0.2726967942
"ITEM574","3PL",1.0871809164,0.1699071973,0.1500994514
"ITEM575","3PL",1.2651257811,-1.8225233915,0.1559476178
"ITEM576","3PL",1.1737617601,-1.5821382783,0.2615924975
"ITEM577","3PL",1.9262401753,0.060665055,0.1400208044
"ITEM578","3PL",1.31421321,-0.6102948988,0.3179548747
"ITEM579","3PL",1.2715161132,-1.1171220896,0.2242857943
"ITEM580","3PL",1.0266036528,-0.9310163628,0.1856382862
"ITEM581","3PL",1.5808345492,-1.6605293932,0.1210060562
"ITEM582","3PL",1.1912322668,0.2322973028,0.1679227365
"ITEM583","3PL",1.3828756906,0.597242104,0.2315488836
"ITEM584","3PL",0.5243275837,0.0165500839,0.145001322
"ITEM585","3PL",1.5317626833,-1.8646149621,0.2252682783
"ITEM586","3PL",0.8294590809,-0.7602947003,0.1307972514
"ITEM587","3PL",0.6949819034,-1.7920995557,0.1307473629
"ITEM588","3PL",1.935163594,-2.8686876456,0.1590209967
"ITEM589","3PL",1.3109389525,-1.6445844656,0.1763357677
"ITEM590","3PL",1.7624555945,-0.6871068432,0.2158464866
"ITEM591","3PL",1.399378316,-0.9809129731,0.2216224012
"ITEM592","3PL",1.6934447244,-1.4553787993,0.1368402662
"ITEM593","3PL",1.2491030583,-0.8100644125,0.2093205365
"ITEM594","3PL",0.9195577532,0.3463108598,0.2436437272
"ITEM595","3PL",1.8941050191,0.3050739524,0.1371950347
"ITEM596","3PL",1.3922681786,0.2729964367,0.1780741267
"ITEM597","3PL",0.9785897472,-0.7939179807,0.1486228397
"ITEM598","3PL",0.9160944744,-1.2699956856,0.218421241
"ITEM599","3PL",1.3892088823,0.0188304472,0.2184480132
"ITEM600","3PL",1.2509489758,-0.3863538049,0.1937388595
"ITEM601","3PL",1.7672337443,-1.1643946821,0.1895392151
"ITEM602","3PL",1.2122074439,-1.8866823205,0.1213604805
"ITEM603","3PL",1.5499668328,1.9806449768,0.2990181892
"ITEM604","3PL",0.7524192329,1.4192590953,0.123656962
"ITEM605","3PL",1.4278691528,-0.8627412818,0.1289944047
"ITEM606","3PL",0.47253909,-1.4710007265,0.1732445505
"ITEM607","3PL",1.5908661332,-0.7287851238,0.1885719519
"ITEM608","3PL",1.4457028724,-2.4563032408,0.2508778439
"ITEM609","3PL",0.6282476175,-2.8755868576,0.1156028593
"ITEM610","3PL",1.3637787575,-1.894661056,0.1042496467
"ITEM611","3PL",1.4632761293,-0.5849315952,0.15735612
"ITEM612","3PL",0.7935814032,-1.0071657817,0.1974895743
"ITEM613","3PL",0.773871573,0.96170476,0.1674399729
"ITEM614","3PL",1.1035578502,0.7586625974,0.1196347537
"ITEM615","3PL",1.0550352224,-0.8274361715,0.3279564322
"ITEM616","3PL",1.8840489424,-0.9964014445,0.1649712451
"ITEM617","3PL",0.8096778587,-0.261382149,0.2993904086
"ITEM618","3PL",0.9437652795,-1.548435235,0.3167562524
"ITEM619","3PL",1.5913762976,1.0252057477,0.2244117302
"ITEM620","3PL",0.9236399356,-0.6024022801,0.2049580277
"ITEM621","3PL",1.4273371547,-1.4579403253,0.179901053
"ITEM622","3PL",1.376310425,-1.6206844865,0.1688042997
"ITEM623","3PL",0.9937290078,-1.3943803384,0.1534721887
"ITEM624","3PL",1.252004903,0.9055265904,0.1096460951
"ITEM625","3PL",1.5222649377,-0.4717021003,0.1428160871
"ITEM626","3PL",1.6352105521,-0.7371753334,0.3313807797
"ITEM627","3PL",0.8180622204,-0.3377901522,0.1765672668
"ITEM628","3PL",1.4344052235,-0.8183714403,0.2506842654
"ITEM629","3PL",1.7534219233,0.0681822155,0.240374473
"ITEM630","3PL",1.1824106604,-1.346583759,0.1445758582
"ITEM631","3PL",1.3173416076,-0.4297951066,0.2621685399
"ITEM632","3PL",1.3336138906,-1.4118056668,0.216251918
"ITEM633","3PL",2.2797173837,2.1037700092,0.224075928
"ITEM634","3PL",1.2859990972,0.3604739148,0.2252528072
"ITEM635","3PL",0.4274230334,-0.6520663357,0.163400521
"ITEM636","3PL",1.237863766,0.8448128425,0.2316615152
"ITEM637","3PL",0.325720195,-1.4258881196,0.1359315183
"ITEM638","3PL",1.383641333,-0.3755846455,0.2371533407
"ITEM639","3PL",1.7444761349,-0.3263026073,0.2314062062
"ITEM640","3PL",2.2915676877,2.0365198329,0.2750934293
"ITEM641","3PL",1.6597474677,1.0441866561,0.1972839728
"ITEM642","3PL",1.6448343646,-0.0347829414,0.3195302151
"ITEM643","3PL",1.0173840039,-0.4660074169,0.2064572747
"ITEM644","3PL",1.5116720359,-0.5135716875,0.2229020897
"ITEM645","3PL",1.4945256045,-0.5160836995,0.1432611408
"ITEM646","3PL",0.8197187107,0.3178382717,0.1874785387
"ITEM647","3PL",0.4532441271,-0.0442564015,0.1594637013
"ITEM648","3PL",0.7818681323,-1.0514632773,0.2619481392
"ITEM649","3PL",1.8505270941,-0.4744278455,0.1890681539
"ITEM650","3PL",1.1534808319,-2.1229324523,0.111591438
"ITEM651","3PL",1.7212856592,0.0489798085,0.1263407843
"ITEM652","3PL",1.0850949381,0.0605746524,0.2679683848
"ITEM653","3PL",1.2041740221,-2.1011457481,0.2105710272
"ITEM654","3PL",0.6849187882,0.5093531605,0.2010344812
"ITEM655","3PL",2.0454249595,-0.2243202518,0.1575096478
"ITEM656","3PL",1.2117938262,-0.3507764009,0.2200557126
"ITEM657","3PL",1.5174367898,1.0433047255,0.33619732
"ITEM658","3PL",1.5371089896,1.6287515728,0.1194673582
"ITEM659","3PL",1.3001782504,0.3425255103,0.184458075
"ITEM660","3PL",1.103462143,0.1017963979,0.4159286427
"ITEM661","3PL",1.6702057474,-0.3259514556,0.1423023693
"ITEM662","3PL",1.3600532882,0.766526498,0.4519978656
"ITEM663","3PL",1.2116899392,0.376692701,0.167233206
"ITEM664","3PL",1.6792192328,-0.4414894509,0.2724807754
"ITEM665","3PL",1.2938826294,1.1595459288,0.3507437718
"ITEM666","3PL",1.7066054865,-0.8327147212,0.2033229991
"ITEM667","3PL",0.9474925734,-0.8181307484,0.3052682867
"ITEM668","3PL",1.4593584312,-1.0627711129,0.169351263
"ITEM669","3PL",1.0583872039,-1.7889868708,0.1310053108
"ITEM670","3PL",0.6781554919,0.532233855,0.1779124783
"ITEM671","3PL",0.8940661636,-0.5849346771,0.3185909266
"ITEM672","3PL",1.0556761701,1.081585093,0.1899732692
"ITEM673","3PL",1.4947164993,-0.0051413988,0.2732457932
"ITEM674","3PL",1.362145512,-1.3084254079,0.1348303853
"ITEM675","3PL",1.2221787042,-0.9480757951,0.1702126353
"ITEM676","3PL",1.8025089801,2.0126362424,0.3308111796
"ITEM677","3PL",1.3469167013,-0.7550863572,0.1317369388
"ITEM678","3PL",0.5285396848,-1.6766973561,0.2895818334
"ITEM679","3PL",1.4369372505,-0.377858162,0.2463615192
"ITEM680","3PL",1.024380284,-0.6707193892,0.1565618826
"ITEM681","3PL",1.3699470375,1.0295554143,0.1977756413
"ITEM682","3PL",1.0269768446,0.3544035872,0.2523351245
"ITEM683","3PL",2.140647068,0.2965279502,0.1458522837
"ITEM684","3PL",1.6156998314,-0.972740742,0.2401861315
"ITEM685","3PL",1.1689713725,0.3987160731,0.3074074935
"ITEM686","3PL",2.0411342276,3.1059170629,0.3267390711
"ITEM687","3PL",1.158497572,-0.1301208418,0.1526173036
"ITEM688","3PL",1.7730114137,-2.0366322777,0.1169230355
"ITEM689","3PL",1.3852498964,1.336825245,0.1146389131
"ITEM690","3PL",1.3982417343,2.2691602386,0.1924274009
"ITEM691","3PL",1.0706753603,0.5696782131,0.2641500098
"ITEM692","3PL",0.8635125739,-1.6456594287,0.2811969739
"ITEM693","3PL",1.1201798816,0.2844979056,0.196930428
"ITEM694","3PL",1.6288371579,-0.4329366657,0.2048198487
"ITEM695","3PL",0.9798147585,-0.0195917967,0.2494873459
"ITEM696","3PL",0.8500399079,-2.5482304923,0.1532107287
"ITEM697","3PL",1.2238016629,0.5811110595,0.2592954182
"ITEM698","3PL",0.4249620261,-0.6644903036,0.1985821564
"ITEM699","3PL",1.0474225251,-0.8315708254,0.1968471204
"ITEM700","3PL",1.1301284287,0.824676088,0.2725362763
"ITEM701","3PL",1.5574867435,0.4389760893,0.1982225015
"ITEM702","3PL",1.0227310294,-1.0353924454,0.1683251118
"ITEM703","3PL",1.4974613434,0.538181676,0.2492302276
"ITEM704","3PL",1.8205241965,0.8101192466,0.2008197355
"ITEM705","3PL",1.5209243321,0.0897546484,0.2413300686
"ITEM706","3PL",0.6364618685,-1.0908302742,0.2181348452
"ITEM707","3PL",1.1348440997,-0.7228991613,0.1989839226
"ITEM708","3PL",1.7464827235,-0.5367189248,0.299094753
"ITEM709","3PL",0.5802050395,-1.8385914803,0.1411855719
"ITEM710","3PL",1.4244840472,-0.3007620092,0.2486798015
"ITEM711","3PL",1.7626583016,-0.0049589006,0.1042104671
"ITEM712","3PL",1.6120675902,-0.3707304819,0.1267714708
"ITEM713","3PL",0.9841175129,0.5088938961,0.3234761436
"ITEM714","3PL",1.224919521,0.2346945557,0.1595272382
"ITEM715","3PL",1.1433664803,-0.2331025287,0.2963895776
"ITEM716","3PL",0.8745011559,-1.348025822,0.2718431105
"ITEM717","3PL",0.7193480852,-0.8837169339,0.1653653895
"ITEM718","3PL",1.0689825702,-2.9387839025,0.2119950033
"ITEM719","3PL",1.0713260336,0.1713687239,0.1238282443
"ITEM720","3PL",1.0247132775,1.0581715766,0.1472393142
"ITEM721","3PL",1.0669227532,-0.7180300226,0.2171574518
"ITEM722","3PL",1.6665677507,0.226392789,0.1429973801
"ITEM723","3PL",1.6347471306,0.9901496344,0.3595899593
"ITEM724","3PL",0.6350346049,-1.3672440392,0.1430463177
"ITEM725","3PL",1.5305540501,-1.3462311835,0.2469962384
"ITEM726","3PL",0.6237516321,-2.6520001839,0.1490569413
"ITEM727","3PL",1.6542357246,0.786642217,0.2773492676
"ITEM728","3PL",1.1879064729,-2.0224391973,0.1364398569
"ITEM729","3PL",1.7492239432,1.0713344365,0.2661273774
"ITEM730","3PL",1.3922631682,-0.4443738176,0.2621194278
"ITEM731","3PL",0.8522896334,-3.4976664425,0.160268804
"ITEM732","3PL",1.7052546037,0.2845189745,0.3026674376
"ITEM733","3PL",0.8440513046,-1.4479461437,0.151331147
"ITEM734","3PL",0.7011414792,-1.5663878595,0.2884562528
"ITEM735","3PL",0.9811861836,0.4805554113,0.2341304056
"ITEM736","3PL",1.7828707645,0.6556867916,0.2220832383
"ITEM737","3PL",1.7318458273,0.1202838106,0.1436385204
"ITEM738","3PL",0.7630497064,-0.7877453792,0.2220293808
"ITEM739","3PL",1.0898988371,-1.6807869484,0.2051821798
"ITEM740","3PL",1.1573454877,-0.1440797463,0.2048550997
"ITEM741","3PL",0.7708790943,-1.819199901,0.2466245507
"ITEM742","3PL",0.9712319071,-0.4794125524,0.2805294592
"ITEM743","3PL",1.531946971,0.0991313261,0.3201632601
"ITEM744","3PL",0.9950066787,0.7690515785,0.1953173549
"ITEM745","3PL",1.23816324,-1.6078573452,0.2542132066
"ITEM746","3PL",2.3243868134,1.536237071,0.2616708962
"ITEM747","3PL",1.7833555537,0.5637308418,0.1905696261
"ITEM748","3PL",0.8089388955,-0.1952341393,0.2185294384
"ITEM749","3PL",1.5684663848,-1.1254134808,0.2074059307
"ITEM750","3PL",1.1679069182,-1.3707260781,0.2333156909
"ITEM751","3PL",1.3404633192,-1.2812977051,0.0815809618
"ITEM752","3PL",1.1858610617,1.928595172,0.2407420517
"ITEM753","3PL",1.1893156187,-1.7476141144,0.230493822
"ITEM754","3PL",1.5850862712,0.2896508018,0.4030092956
"ITEM755","3PL",1.5948171185,1.3608320747,0.2878612472
"ITEM756","3PL",2.2131949512,-0.3156612466,0.1033669745
"ITEM757","3PL",0.7443671807,-0.8009745198,0.2528079499
"ITEM758","3PL",1.5745804541,-2.5954560155,0.206305747
"ITEM759","3PL",1.2677246994,-0.9512238295,0.154931396
"ITEM760","3PL",1.746865637,0.8085557053,0.2158969706
"ITEM761","3PL",1.4952162901,0.4560902328,0.1898533382
"ITEM762","3PL",0.884237448,-2.802385191,0.1115571549
"ITEM763","3PL",1.3391634345,-0.4216797308,0.097987344
"ITEM764","3PL",1.2804304416,-1.3440918369,0.2692977757
"ITEM765","3PL",0.6542197605,0.2202126041,0.1949425975
"ITEM766","3PL",1.8935429969,1.0532755748,0.2014617203
"ITEM767","3PL",1.2342097488,0.8964173549,0.3188825762
"ITEM768","3PL",1.5334632139,-0.6722632945,0.2506708206
"ITEM769","3PL",0.5050042348,0.2619977813,0.2398639424
"ITEM770","3PL",1.1490793397,-2.4903771752,0.2735266126
"ITEM771","3PL",1.654674464,1.0175386923,0.2291354097
"ITEM772","3PL",1.4127750811,0.6009708818,0.2141586018
"ITEM773","3PL",1.4396359654,-0.3204759987,0.1267055887
"ITEM774","3PL",1.3237121153,-0.5307015086,0.2341302302
"ITEM775","3PL",1.7304535517,2.0033135984,0.2723352375
"ITEM776","3PL",1.0010786149,0.8849508909,0.2794835486
"ITEM777","3PL",1.1115901931,-1.3726835506,0.1388993256
"ITEM778","3PL",1.749535189,0.1452085837,0.1883530713
"ITEM779","3PL",1.2260287476,-2.3346683913,0.1694955554
"ITEM780","3PL",0.3057203769,-1.2127248898,0.3009465127
"ITEM781","3PL",1.3331297047,-0.0864427292,0.1425793447
"ITEM782","3PL",0.9869817439,-0.3176789692,0.243323996
"ITEM783","3PL",0.798424366,-0.454277079,0.1694041388
"ITEM784","3PL",0.2821532567,-0.9157637121,0.1999898486
"ITEM785","3PL",0.9954925762,-2.6711975954,0.1355151479
"ITEM786","3PL",1.1690615619,-0.4436706238,0.182144124
"ITEM787","3PL",1.0750759167,-0.3711467112,0.128406788
"ITEM788","3PL",1.3474130096,0.677707305,0.1552489061
"ITEM789","3PL",0.7334098897,-0.3114514229,0.3624966486
"ITEM790","3PL",1.6579093296,-0.1341055071,0.2745694775
"ITEM791","3PL",1.3224894113,1.5337687805,0.2226409519
"ITEM792","3PL",1.8433385397,-1.3954643813,0.3022257792
"ITEM793","3PL",1.016605562,-1.7551128104,0.236012713
"ITEM794","3PL",0.9016526282,-0.9182836138,0.1626751095
"ITEM795","3PL",1.5500502646,-0.7661306346,0.1339274047
"ITEM796","3PL",0.533835954,-2.4211753747,0.1360012058
"ITEM797","3PL",1.6916916715,1.1424699891,0.1693279093
"ITEM798","3PL",1.1501705176,0.2609819333,0.336458589
"ITEM799","3PL",0.8992214819,-1.5544499109,0.3419476797
"ITEM800","3PL",1.6983918284,0.4758437635,0.3747916451
"ITEM801","3PL",1.1295318887,0.0918278345,0.2813159562
"ITEM802","3PL",1.7900649446,1.2795511654,0.2260010964
"ITEM803","3PL",1.4146158192,1.7945116549,0.3804243149
"ITEM804","3PL",1.062599307,-2.3701674988,0.2057233085
"ITEM805","3PL",2.0934773984,-1.6108553486,0.1551691657
"ITEM806","3PL",2.08361021,-0.7044661259,0.2215622632
"ITEM807","3PL",0.956730881,-2.4401564838,0.1941184347
"ITEM808","3PL",1.1604409115,-0.5345727355,0.1142093418
"ITEM809","3PL",1.1916178973,-0.9142455385,0.0823213102
"ITEM810","3PL",0.8276313627,-1.4065665289,0.1993100778
"ITEM811","3PL",1.2110648458,2.4478728741,0.1537251026
"ITEM812","3PL",2.0996212,-0.207315447,0.240612399
"ITEM813","3PL",1.489308778,1.1617946648,0.2659016019
"ITEM814","3PL",1.0720003558,-1.2537642276,0.1419107683
"ITEM815","3PL",0.7283203392,-1.9727214033,0.2328906725
"ITEM816","3PL",1.3474549777,-0.3243513371,0.1905853619
"ITEM817","3PL",0.996307343,0.7525876848,0.1977051517
"ITEM818","3PL",1.1029343537,0.1847879214,0.1750313348
"ITEM819","3PL",1.0524984441,0.0176134131,0.2620352339
"ITEM820","3PL",0.9354700235,-2.2738361526,0.1446704186
"ITEM821","3PL",0.0441171111,-0.9039564001,0.137633385
"ITEM822","3PL",0.8844212999,-1.2623164238,0.2671152343
"ITEM823","3PL",0.4511478229,-2.7308096034,0.147032643
"ITEM824","3PL",0.9232132019,-2.3106018431,0.2239543076
"ITEM825","3PL",1.1386324902,-2.2205453513,0.1361837812
"ITEM826","3PL",1.5228953117,1.6007189816,0.3750348044
"ITEM827","3PL",1.0431263985,-2.2866255832,0.1452733834
"ITEM828","3PL",1.3841898276,0.2683288076,0.1278318424
"ITEM829","3PL",1.8841131775,-0.0326630146,0.1449282295
"ITEM830","3PL",1.217332725,-0.8097485992,0.2787115229
"ITEM831","3PL",1.2888231134,0.131749558,0.1262126881
"ITEM832","3PL",1.6148418573,-0.0962572516,0.2616101752
"ITEM833","3PL",1.49009509,0.3748055452,0.1719087909
"ITEM834","3PL",1.6412173912,1.9977982037,0.2688951832
"ITEM835","3PL",1.3762951737,0.8053595868,0.2930033449
"ITEM836","3PL",1.0256185205,-1.9342673279,0.226548191
"ITEM837","3PL",0.9112237349,-2.622909683,0.1263582021
"ITEM838","3PL",1.1128724819,-1.1904463968,0.1204280714
"ITEM839","3PL",1.1554721446,-1.1477254128,0.231738971
"ITEM840","3PL",0.9246505168,0.5903779574,0.2232128799
"ITEM841","3PL",1.7601038048,-0.3080502179,0.1925304981
"ITEM842","3PL",1.3767386064,-1.3052682881,0.1366255029
"ITEM843","3PL",1.5603116559,-2.3813979544,0.1320869229
"ITEM844","3PL",1.1318597189,-0.2767356275,0.2151534909
"ITEM845","3PL",0.9712993332,0.6976842189,0.2155329631
"ITEM846","3PL",0.6923090519,-0.5968319239,0.1164920276
"ITEM847","3PL",1.3463609005,-1.7448931623,0.2742806578
"ITEM848","3PL",1.795496973,-1.304268728,0.1140042196
"ITEM849","3PL",0.2369476445,-2.5155121299,0.3052548417
"ITEM850","3PL",0.7166157045,-1.3309756337,0.1055987185
"ITEM851","3PL",0.6649384886,-1.6307593575,0.2075573986
"ITEM852","3PL",1.2584014679,0.221604343,0.1592456597
"ITEM853","3PL",1.2570638622,-1.2134826654,0.108157282
"ITEM854","3PL",1.6326827231,-0.281481765,0.2649456516
"ITEM855","3PL",1.6747182437,-0.0989028193,0.1067193161
"ITEM856","3PL",1.1932422755,-0.6335497203,0.269745452
"ITEM857","3PL",1.4577667039,0.9607709387,0.3519576258
"ITEM858","3PL",1.8120952169,1.1077652028,0.4415680018
"ITEM859","3PL",1.7151221717,0.0585819627,0.4387458704
"ITEM860","3PL",2.0148179764,0.306958594,0.264763301
"ITEM861","3PL",1.0657629259,0.0632933992,0.2843463051
"ITEM862","3PL",0.6888011066,-1.8055461407,0.0723960879
